osvdbTitle,IP,status,lastSeenDate,ports,assetId,firstSeenDate,vulnId,formattedRisk
Python HTTP_PROXY environment variable HTTP traffic redirect,10.506.35.133,opened,2018-09-29 20:45:04.0,,,2017-09-09 09:47:35.0,174979,High
SNMP Responds to Any Community Name,10.506.35.143,opened,2018-09-29 09:18:30.0,161,,2017-01-08 07:17:06.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.68,opened,2018-09-29 18:45:57.0,4421,443,5666,9000,,2017-01-08 05:31:15.0,140546,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.69,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95007,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.71,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95219,High
SNMP Responds to Any Community Name,10.506.35.72,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,95247,High
Atmel - SNMP Community String Vulnerability,10.506.35.73,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,16755,High
SNMP Responds to Any Community Name,10.506.35.74,opened,2018-09-29 09:18:08.0,161,,2017-01-08 07:17:06.0,95247,High
SNMP Responds to Any Community Name,10.506.35.75,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95247,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.76,opened,2018-09-29 22:52:03.0,5989,,2018-05-19 23:38:29.0,140546,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.82,opened,2018-09-29 20:13:54.0,5666,,2018-07-21 18:45:24.0,140546,High
Atmel - SNMP Community String Vulnerability,10.506.35.83,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,16755,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.84,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,97101,High
MS Windows NT  Insecure SNMP Community Name and Address Restrictions,10.506.35.85,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95219,High
CVE-1999-0517 - SNMP - Hardcoded Credentials Issue,10.506.35.86,opened,2018-09-29 09:06:24.0,161,,2018-08-25 09:05:24.0,97101,High
SNMP - Various Devices - Default Password - (Community Names),10.506.35.87,opened,2018-09-29 09:05:43.0,161,,2018-08-25 09:05:24.0,95007,High
CVE-2015-0412 - Oracle - Java SE - Unspecified Issue,10.506.35.133,opened,2018-09-29 09:20:35.0,443,,2017-01-08 07:24:35.0,140546,High
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.143,opened,2018-09-29 18:42:51.0,3389,,2017-01-07 17:35:35.0,8076,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.68,opened,2018-09-29 18:42:51.0,21,,2017-01-07 17:35:35.0,88648,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.68,opened,2018-09-29 18:35:21.0,3389,,2017-01-07 17:25:30.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 19:05:49.0,443,5989,,2017-01-21 14:04:09.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 19:05:49.0,443,5989,,2017-01-21 14:04:09.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 19:05:49.0,443,5989,,2017-01-21 14:04:09.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.73,opened,2018-09-29 18:35:21.0,3389,,2017-01-07 17:30:35.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.74,opened,2018-09-29 18:35:01.0,3389,,2017-01-07 17:31:36.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 19:03:44.0,443,5989,,2017-01-21 13:59:19.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 19:03:44.0,443,5989,,2017-01-21 13:59:19.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 19:03:44.0,443,5989,,2017-01-21 13:59:19.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 19:17:45.0,443,5989,,2017-01-21 14:07:20.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 19:17:45.0,443,5989,,2017-01-21 14:07:20.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 19:17:45.0,443,5989,,2017-01-21 14:07:20.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-09-29 19:28:16.0,443,5989,,2017-01-21 14:28:18.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 19:28:16.0,443,5989,,2017-01-21 14:28:18.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 19:28:16.0,443,5989,,2017-01-21 14:28:18.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-09-29 18:30:53.0,3389,,2017-01-07 17:36:04.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.72,opened,2018-09-29 20:13:49.0,3389,,2017-01-07 18:27:23.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 23:03:43.0,443,636,,2017-01-21 16:17:54.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 23:03:43.0,443,636,,2017-01-21 16:17:54.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 23:03:43.0,443,636,,2017-01-21 16:17:54.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-09-29 20:14:06.0,3389,,2017-01-07 18:28:08.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 18:16:24.0,3389,,2017-01-07 17:18:33.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:26:00.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:26:00.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.85,opened,2018-09-29 18:53:40.0,443,5989,,2017-01-21 14:26:00.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.86,opened,2018-09-29 21:55:24.0,443,5989,,2017-01-21 15:28:28.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-09-29 21:55:24.0,443,5989,,2017-01-21 15:28:28.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 21:55:24.0,443,5989,,2017-01-21 15:28:28.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 21:54:43.0,443,5989,,2017-01-21 15:30:12.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 21:54:43.0,443,5989,,2017-01-21 15:30:12.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 21:54:43.0,443,5989,,2017-01-21 15:30:12.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-09-29 18:24:48.0,3389,,2017-01-07 17:38:48.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 19:54:35.0,443,5989,,2017-01-21 15:16:20.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 19:54:35.0,443,5989,,2017-01-21 15:16:20.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 19:54:35.0,443,5989,,2017-01-21 15:16:20.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 19:36:57.0,443,5989,,2017-01-21 14:41:45.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:36:57.0,443,5989,,2017-01-21 14:41:45.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 19:36:57.0,443,5989,,2017-01-21 14:41:45.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.83,opened,2018-09-29 20:16:13.0,3389,,2017-01-07 17:53:54.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 19:27:56.0,443,5989,,2017-10-21 17:12:07.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 19:27:56.0,443,5989,,2017-10-21 17:12:07.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:27:56.0,443,5989,,2017-10-21 17:12:07.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 19:12:05.0,443,5989,,2017-01-21 14:05:07.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 19:12:05.0,443,5989,,2017-01-21 14:05:07.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 19:12:05.0,443,5989,,2017-01-21 14:05:07.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 19:01:23.0,443,5989,,2017-01-21 14:57:17.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 19:01:23.0,443,5989,,2017-01-21 14:57:17.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-09-29 19:01:23.0,443,5989,,2017-01-21 14:57:17.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-09-29 20:23:51.0,3389,,2017-01-07 18:29:35.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.76,opened,2018-09-29 18:54:51.0,443,5989,,2017-01-21 14:34:05.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 18:54:51.0,443,5989,,2017-01-21 14:34:05.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 18:54:51.0,443,5989,,2017-01-21 14:34:05.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 20:13:02.0,3389,,2017-01-07 18:27:29.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 18:29:32.0,3389,,2017-01-07 17:44:40.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.86,opened,2018-09-29 20:06:56.0,3389,,2017-01-07 18:48:07.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.87,opened,2018-09-29 20:20:13.0,3389,,2017-01-07 17:52:52.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 19:52:33.0,443,5989,,2017-01-21 15:08:41.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-09-29 19:52:33.0,443,5989,,2017-01-21 15:08:41.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-09-29 19:52:33.0,443,5989,,2017-01-21 15:08:41.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 18:53:20.0,443,5989,,2017-01-21 13:44:29.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 18:53:20.0,443,5989,,2017-01-21 13:44:29.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 18:53:20.0,443,5989,,2017-01-21 13:44:29.0,44305,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.73,opened,2018-09-29 18:29:12.0,1494,,2017-01-07 17:51:06.0,49946,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 14:47:17.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.75,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 14:47:17.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 19:45:46.0,443,5989,,2017-01-21 14:47:17.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.82,opened,2018-09-29 20:11:24.0,3389,,2017-01-07 18:27:14.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-09-29 20:50:03.0,443,5989,,2017-01-21 15:20:03.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 20:50:03.0,443,5989,,2017-01-21 15:20:03.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-09-29 20:50:03.0,443,5989,,2017-01-21 15:20:03.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 20:54:28.0,443,5989,,2017-01-21 15:19:50.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 20:54:28.0,443,5989,,2017-01-21 15:19:50.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 20:54:28.0,443,5989,,2017-01-21 15:19:50.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 18:35:35.0,443,5989,,2017-01-21 13:48:34.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 18:35:35.0,443,5989,,2017-01-21 13:48:34.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 18:35:35.0,443,5989,,2017-01-21 13:48:34.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.74,opened,2018-09-29 20:03:01.0,3389,,2017-01-07 18:35:23.0,8076,Medium
CVE-2013-2566 - RC4 - Plaintext-Recovery Issue,10.506.35.75,opened,2018-09-29 09:17:54.0,443,,2017-01-08 07:21:33.0,92441,Medium
CVE-2015-2808 - RC4 Algorithm - Bar Mitzvah Issue,10.506.35.76,opened,2018-09-29 09:17:54.0,443,,2017-01-08 07:21:33.0,161204,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:01:08.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:01:08.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.84,opened,2018-09-29 09:17:54.0,443,,2017-01-21 15:01:08.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.85,opened,2018-09-29 21:47:17.0,443,636,,2017-01-21 16:05:14.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.86,opened,2018-09-29 21:47:17.0,443,636,,2017-01-21 16:05:14.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.87,opened,2018-09-29 21:47:17.0,443,636,,2017-01-21 16:05:14.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:56:09.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:56:09.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.68,opened,2018-09-29 18:35:17.0,443,5989,,2017-01-21 13:56:09.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 19:47:49.0,443,5989,,2017-01-21 14:54:32.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.71,opened,2018-09-29 19:47:49.0,443,5989,,2017-01-21 14:54:32.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-09-29 19:47:49.0,443,5989,,2017-01-21 14:54:32.0,44305,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 19:15:28.0,443,5989,,2017-01-21 14:11:42.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.74,opened,2018-09-29 19:15:28.0,443,5989,,2017-01-21 14:11:42.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-09-29 19:15:28.0,443,5989,,2017-01-21 14:11:42.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.76,opened,2018-09-29 23:05:10.0,443,636,,2017-01-21 16:10:59.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.82,opened,2018-09-29 23:05:10.0,443,636,,2017-01-21 16:10:59.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 23:05:10.0,443,636,,2017-01-21 16:10:59.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 18:37:40.0,3389,,2017-01-07 17:42:59.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 21:56:45.0,443,5989,,2017-01-21 15:32:50.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 21:56:45.0,443,5989,,2017-01-21 15:32:50.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 21:56:45.0,443,5989,,2017-01-21 15:32:50.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-09-29 19:47:08.0,443,5989,,2017-01-21 15:12:34.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-09-29 19:47:08.0,443,5989,,2017-01-21 15:12:34.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-09-29 19:47:08.0,443,5989,,2017-01-21 15:12:34.0,101808,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.73,opened,2018-09-29 19:52:55.0,443,5989,,2017-01-21 15:01:32.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-09-29 19:52:55.0,443,5989,,2017-01-21 15:01:32.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.75,opened,2018-09-29 19:52:55.0,443,5989,,2017-01-21 15:01:32.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-09-29 20:20:51.0,3389,,2017-01-07 18:33:46.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-09-29 20:20:51.0,1433,3389,,2017-01-21 13:42:11.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-09-29 20:20:51.0,1433,3389,,2017-01-21 13:42:11.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 18:24:08.0,3389,,2017-01-07 17:44:40.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 19:52:55.0,3389,,2017-01-07 18:31:40.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.86,opened,2018-09-29 19:46:27.0,443,5989,,2017-01-21 14:53:21.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.87,opened,2018-09-29 19:46:27.0,443,5989,,2017-01-21 14:53:21.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.133,opened,2018-09-29 19:46:27.0,443,5989,,2017-01-21 14:53:21.0,101808,Medium
CVE-2017-4940 - Vmware - Esxi - Medium,10.506.35.143,opened,2018-09-29 20:48:11.0,,,2018-06-30 20:47:05.0,205681,Medium
CVE-2018-3615 - Microprocessors - Foreshadow Attack Issue,10.506.35.68,opened,2018-09-29 20:48:11.0,,,2018-09-29 20:48:11.0,218006,Medium
CVE-2018-3620 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.69,opened,2018-09-29 20:48:11.0,,,2018-09-29 20:48:11.0,217986,Medium
CVE-2018-3646 - Microprocessors - Foreshadow-NG Attack Issue,10.506.35.71,opened,2018-09-29 20:48:11.0,,,2018-09-29 20:48:11.0,217985,Medium
CVE-2017-4941 - VMware - Multiple Products - Stack Overflow Issue,10.506.35.72,opened,2018-09-29 20:48:11.0,,,2018-06-30 20:47:05.0,205682,Medium
CVE-2017-5753 - Intel - Processors - Spectre Issue,10.506.35.73,opened,2018-09-29 20:48:11.0,,,2018-06-30 20:47:05.0,208998,Medium
CVE-2017-5715 - Intel - Processors - Spectre Issue,10.506.35.74,opened,2018-09-29 20:48:11.0,,,2018-06-30 20:47:05.0,206000,Medium
CVE-2017-5753 - Multiple Vendors - Processors - Spectre Issue,10.506.35.75,opened,2018-09-29 20:48:11.0,,,2018-06-30 20:47:05.0,205998,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.76,opened,2018-09-29 19:03:03.0,443,5989,,2017-01-21 13:59:19.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 19:03:03.0,443,5989,,2017-01-21 13:59:19.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 19:03:03.0,443,5989,,2017-01-21 13:59:19.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.84,opened,2018-09-29 20:09:35.0,3389,,2017-01-07 18:24:27.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.133,opened,2018-09-29 20:05:54.0,3389,,2017-01-07 18:41:40.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.143,opened,2018-09-29 19:40:43.0,443,5989,,2017-01-21 14:44:00.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.68,opened,2018-09-29 19:40:43.0,443,5989,,2017-01-21 14:44:00.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.69,opened,2018-09-29 19:40:43.0,443,5989,,2017-01-21 14:44:00.0,100902,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-09-29 18:18:22.0,3389,,2017-03-04 12:21:36.0,8076,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 18:18:22.0,1433,3389,,2017-03-04 12:21:36.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.73,opened,2018-09-29 18:18:22.0,1433,3389,,2017-03-04 12:21:36.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.74,opened,2018-09-29 18:18:22.0,1433,3389,,2017-03-04 12:21:36.0,101808,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.75,opened,2018-09-29 20:03:42.0,3389,,2017-05-27 10:16:48.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.76,opened,2018-09-29 18:38:01.0,3389,,2017-01-07 17:33:09.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.82,opened,2018-09-29 21:37:46.0,443,636,,2017-01-21 16:06:33.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.83,opened,2018-09-29 21:37:46.0,443,636,,2017-01-21 16:06:33.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-09-29 21:37:46.0,443,636,,2017-01-21 16:06:33.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-09-29 18:29:32.0,3389,,2017-01-07 17:50:09.0,8076,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.86,opened,2018-09-29 20:27:00.0,3389,,2017-01-07 18:50:03.0,8076,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-09-29 18:55:12.0,443,5989,,2017-01-21 13:42:36.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.133,opened,2018-09-29 18:55:12.0,443,5989,,2017-01-21 13:42:36.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.143,opened,2018-09-29 18:55:12.0,443,5989,,2017-01-21 13:42:36.0,100902,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.68,opened,2018-09-29 19:25:42.0,443,5989,,2017-01-21 14:15:57.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.69,opened,2018-09-29 19:25:42.0,443,5989,,2017-01-21 14:15:57.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.71,opened,2018-09-29 19:25:42.0,443,5989,,2017-01-21 14:15:57.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.72,opened,2018-09-29 19:18:26.0,443,5989,,2017-01-21 14:10:14.0,100902,Medium
